rule_id,level,table,field,rule,ref_table,ref_key,ref_field,vocabulary_id,field_value,unit,rangeorder,threashold,note1,note2,note3
50188,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'D39.9',,,F,상세불명의 여성생식기관의 행동양식 불명 및 미상의 신생물,,
50189,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'D40',,,M,남성생식기관의 행동양식 불명 또는 미상의 신생물,,
50190,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'D40.0',,,M,전립선의 행동양식 불명 또는 미상의 신생물,,
50191,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'D40.1',,,M,고환의 행동양식 불명 또는 미상의 신생물,,
50192,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'D40.7',,,M,기타 남성생식기관의 행동양식 불명 또는 미상의 신생물,,
50193,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'D40.9',,,M,상세불명의 남성생식기관의 행동양식 불명 또는 미상의 신생물,,
50194,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28',,,F,난소의 기능이상,,
50195,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28.0',,,F,에스트로젠과다,,
50196,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28.1',,,F,안드로젠과다,,
50197,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28.2',,,F,다낭성 난소증후군,,
50198,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28.3',,,F,원발성 난소부전,,
50199,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28.8',,,F,기타 난소기능이상,,
50200,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E28.9',,,F,상세불명의 난소기능이상,,
50201,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E29',,,M,고환의 기능이상,,
50202,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E29.0',,,M,고환기능항진,,
50203,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E29.1',,,M,고환기능저하,,
50204,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E29.8',,,M,기타 고환기능이상,,
50205,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E29.9',,,M,상세불명의 고환기능이상,,
50206,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E89.4',,,F,처치후 난소부전,,
50207,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'E89.5',,,M,처치후 고환기능저하,,
50208,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'F52.4',,,M,조루(早漏),,
50209,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'F52.5',,,F,비기질성 질경련,,
50210,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'F53.0',,,F,달리 분류되지 않은 산후기와 연관된 경한 정신 및 행동 장애,,
50211,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'F53.1',,,F,달리 분류되지 않은 산후기와 연관된 심한 정신 및 행동 장애,,
50212,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'F53.8',,,F,달리 분류되지 않은 산후기와 연관된 기타 정신 및 행동 장애,,
50213,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'F53.9',,,F,상세불명의 산후기 정신장애,,
50214,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'I86.1',,,M,음낭정맥류,,
50215,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'I86.3',,,F,외음정맥류,,
50216,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'L29.1',,,M,음낭가려움,,
50217,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'L29.2',,,F,외음가려움,,
50218,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.0',,,F,병적 골절을 동반한 폐경후골다공증,,
50219,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.00',,,F,"병적 골절을 동반한 폐경후골다공증, 여러 부위",,
50220,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.01',,,F,"병적 골절을 동반한 폐경후골다공증, 어깨부분",,
50221,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.02',,,F,"병적 골절을 동반한 폐경후골다공증, 위팔",,
50222,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.03',,,F,"병적 골절을 동반한 폐경후골다공증, 아래팔",,
50223,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.04',,,F,"병적 골절을 동반한 폐경후골다공증, 손",,
50224,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.05',,,F,"병적 골절을 동반한 폐경후골다공증, 골반 부분 및 대퇴",,
50225,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.06',,,F,"병적 골절을 동반한 폐경후골다공증, 아래다리",,
50226,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.07',,,F,"병적 골절을 동반한 폐경후골다공증, 발목 및 발",,
50227,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.08',,,F,"병적 골절을 동반한 폐경후골다공증, 기타 부분",,
50228,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.09',,,F,"병적 골절을 동반한 폐경후골다공증, 상세불명 부분",,
50229,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.1',,,F,병적 골절을 동반한 난소적출후골다공증,,
50230,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.10',,,F,"병적 골절을 동반한 난소적출후골다공증, 여러 부위",,
50231,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.11',,,F,"병적 골절을 동반한 난소적출후골다공증, 어깨부분",,
50232,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.12',,,F,"병적 골절을 동반한 난소적출후골다공증, 위팔",,
50233,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.13',,,F,"병적 골절을 동반한 난소적출후골다공증, 아래팔",,
50234,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.14',,,F,"병적 골절을 동반한 난소적출후골다공증, 손",,
50235,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.15',,,F,"병적 골절을 동반한 난소적출후골다공증, 골반 부분 및 대퇴",,
50236,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.16',,,F,"병적 골절을 동반한 난소적출후골다공증, 아래다리",,
50237,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.17',,,F,"병적 골절을 동반한 난소적출후골다공증, 발목 및 발",,
50238,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.18',,,F,"병적 골절을 동반한 난소적출후골다공증, 기타 부분",,
50239,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M80.19',,,F,"병적 골절을 동반한 난소적출후골다공증, 상세불명 부분",,
50240,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.0',,,F,폐경후골다공증,,
50241,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.00',,,F,"폐경후골다공증, 여러 부위",,
50242,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.01',,,F,"폐경후골다공증, 어깨부분",,
50243,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.02',,,F,"폐경후골다공증, 위팔",,
50244,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.03',,,F,"폐경후골다공증, 아래팔",,
50245,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.04',,,F,"폐경후골다공증, 손",,
50246,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.05',,,F,"폐경후골다공증, 골반 부분 및 대퇴",,
50247,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.06',,,F,"폐경후골다공증, 아래다리",,
50248,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.07',,,F,"폐경후골다공증, 발목 및 발",,
50249,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.08',,,F,"폐경후골다공증, 기타 부분",,
50250,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.09',,,F,"폐경후골다공증, 상세불명 부분",,
50251,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.1',,,F,난소적출후골다공증,,
50252,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.10',,,F,"난소적출후골다공증, 여러 부위",,
50253,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.11',,,F,"난소적출후골다공증, 어깨부분",,
50254,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.12',,,F,"난소적출후골다공증, 위팔",,
50255,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.13',,,F,"난소적출후골다공증, 아래팔",,
50256,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.14',,,F,"난소적출후골다공증, 손",,
50257,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.15',,,F,"난소적출후골다공증, 골반 부분 및 대퇴",,
50258,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.16',,,F,"난소적출후골다공증, 아래다리",,
50259,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.17',,,F,"난소적출후골다공증, 발목 및 발",,
50260,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.18',,,F,"난소적출후골다공증, 기타 부분",,
50261,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M81.19',,,F,"난소적출후골다공증, 상세불명 부분",,
50262,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.0',,,F,산후기골연화증,,
50263,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.00',,,F,"산후기골연화증, 여러 부위",,
50264,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.01',,,F,"산후기골연화증, 어깨부분",,
50265,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.02',,,F,"산후기골연화증, 위팔",,
50266,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.03',,,F,"산후기골연화증, 아래팔",,
50267,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.04',,,F,"산후기골연화증, 손",,
50268,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.05',,,F,"산후기골연화증, 골반 부분 및 대퇴",,
50269,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.06',,,F,"산후기골연화증, 아래다리",,
50270,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.07',,,F,"산후기골연화증, 발목 및 발",,
50271,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.08',,,F,"산후기골연화증, 기타 부분",,
50272,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'M83.09',,,F,"산후기골연화증, 상세불명 부분",,
50273,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N40',,,M,전립선증식증,,
50274,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N40.0',,,M,합병증을 동반하지 않은 전립선증식증,,
50275,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N40.1',,,M,요로 폐색을 동반한 전립선증식증,,
50276,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N40.2',,,M,혈뇨를 동반한 전립선증식증,,
50277,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N40.3',,,M,요로 폐색 및 혈뇨를 동반한 전립선증식증,,
50278,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N40.8',,,M,기타 합병증을 동반한 전립선증식증,,
50279,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41',,,M,전립선의 염증성 질환,,
50280,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.0',,,M,급성 전립선염,,
50281,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.1',,,M,만성 전립선염,,
50282,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.2',,,M,전립선의 농양,,
50283,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.3',,,M,전립선방광염,,
50284,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.8',,,M,전립선의 기타 염증성 질환,,
50285,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.80',,,M,육아종성 전립선염,,
50286,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.88',,,M,기타 전립선염,,
50287,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N41.9',,,M,전립선의 상세불명의 염증성 질환,,
50288,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42',,,M,전립선의 기타 장애,,
50289,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42.0',,,M,전립선의 결석,,
50290,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42.1',,,M,전립선의 울혈 및 출혈,,
50291,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42.2',,,M,전립선의 위축,,
50292,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42.3',,,M,전립선의 이형성,,
50293,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42.8',,,M,전립선의 기타 명시된 장애,,
50294,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N42.9',,,M,전립선의 상세불명 장애,,
50295,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N43',,,M,음낭수종 및 정액류,,
50296,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N43.0',,,M,피낭성 음낭수종,,
50297,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N43.1',,,M,감염성 음낭수종,,
50298,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N43.2',,,M,기타 음낭수종,,
50299,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N43.3',,,M,상세불명의 음낭수종,,
50300,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N43.4',,,M,정액류,,
50301,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N44',,,M,고환의 염전,,
50302,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45',,,M,고환염 및 부고환염,,
50303,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.0',,,M,"농양을 동반한 고환염, 부고환염 및 부고환-고환염",,
50304,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.00',,,M,농양을 동반한 부고환염,,
50305,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.01',,,M,농양을 동반한 고환염,,
50306,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.02',,,M,농양을 동반한 부고환-고환염,,
50307,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.9',,,M,"농양을 동반하지 않은 고환염, 부고환염 및 부고환-고환염",,
50308,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.90',,,M,농양을 동반하지 않은 부고환염,,
50309,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.91',,,M,농양을 동반하지 않은 고환염,,
50310,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N45.92',,,M,농양을 동반하지 않은 부고환-고환염,,
50311,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N46',,,M,남성불임,,
50312,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N47',,,M,"과잉포피, 포경 및 감돈포경",,
50313,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48',,,M,음경의 기타 장애,,
50314,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.0',,,M,음경의 백반,,
50315,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.1',,,M,귀두포피염,,
50316,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.2',,,M,음경의 기타 염증성 장애,,
50317,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.20',,,M,음경의 농양,,
50318,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.21',,,M,음경의 연조직염,,
50319,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.28',,,M,음경의 기타 염증성 장애,,
50320,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.3',,,M,지속발기,,
50321,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.4',,,M,기질적 원인에 의한 발기부전,,
50322,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.40',,,M,동맥기능부전에 의한 남성발기장애,,
50323,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.41',,,M,해면체폐쇄부전으로 인한 남성발기장애,,
50324,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.48',,,M,기타 원인으로 인한 남성발기장애,,
50325,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.49',,,M,상세불명의 남성발기장애,,
50326,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.5',,,M,음경의 궤양,,
50327,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.6',,,M,성형성 음경경화,,
50328,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.60',,,M,페이로니병,,
50329,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.68',,,M,기타 성형성 음경경화,,
50330,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.8',,,M,음경의 기타 명시된 장애,,
50331,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N48.9',,,M,음경의 상세불명 장애,,
50332,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N49',,,M,달리 분류되지 않은 남성생식기관의 염증성 장애,,
50333,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N49.0',,,M,정낭의 염증성 장애,,
50334,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N49.1',,,M,"정삭, 고환초막 및 정관의 염증성 장애",,
50335,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N49.2',,,M,음낭의 염증성 장애,,
50336,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N49.8',,,M,기타 명시된 남성생식기관의 염증성 장애,,
50337,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N49.9',,,M,상세불명의 남성생식기관의 염증성 장애,,
50338,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N50',,,M,남성생식기관의 기타 장애,,
50339,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N50.0',,,M,고환의 위축,,
50340,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N50.1',,,M,남성생식기관의 혈관장애,,
50341,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N50.8',,,M,남성생식기관의 기타 명시된 장애,,
50342,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N50.80',,,M,남성의 갱년기상태,,
50343,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N50.88',,,M,남성생식기관의 기타 명시된 장애,,
